ABISO	46.262500	14.352222	14	UY21	H	SABAD	45.465872	14.867481	0	Y				0	N
ABISO	46.262500	14.352222	14	UY450	H				0	N	ROKSA	45.495017	15.007147	25000	Y
ABISO	46.262500	14.352222	14	Y177	L	EBITI	46.060000	14.985556	0	Y	DEGUM	46.465864	13.699278	12000	N
ABISU	46.605556	23.164167	14	P133	L	BAISA	46.655556	23.350556	7000	Y	BUKAN	46.531667	22.891667	8000	Y
ABITO	51.010556	10.763056	14	T200	B	LASTO	51.129025	11.110664	5000	Y	ROBEL	50.897500	10.435050	6000	N
ABITO	51.010556	10.763056	14	UZ606	H	SODRO	50.464722	11.827222	0	N	SOPOD	51.140000	10.349722	32000	Y
ABITO	51.010556	10.763056	14	UZ608	H	ALOSO	50.707500	11.701667	32000	N				0	N
ABITU	48.333333	18.324722	14	P41	L	MAVOR	48.821395	17.537503	14000	Y	BADOV	48.021111	18.815833	14000	N
ABITU	48.333333	18.324722	14	UP41	H	MAVOR	48.821395	17.537503	0	Y	TEKVI	48.191111	18.549445	25000	N
ABITU	48.333333	18.324722	14	UZ650	H	BALAP	48.068056	19.250000	0	Y	BERVA	48.617500	17.541111	25000	N
ABITU	48.333333	18.324722	14	Z650	L	BERVA	48.617500	17.541111	0	Y				0	N
ABIXO	42.186250	3.108278	14	A27	L	KANIG	42.480306	2.983167	8000	Y	BGR	41.947695	3.208861	8000	Y
ABKAS	55.596667	8.135000	14	L975	B	VES	55.603056	8.300000	10000	Y	GOLUM	55.450000	5.283333	20000	Y
ABKAT	54.148056	-1.979722	14	P18	L	GASKO	54.224722	-1.955834	13000	Y	IDKOL	54.095278	-1.995834	13000	Y
ABKAT	54.148056	-1.979722	14	UL613	H	TLA	55.499145	-3.352833	26000	Y	HALIF	53.735000	-1.580556	26000	N
ABKAT	54.148056	-1.979722	14	UP18	H	GASKO	54.224722	-1.955834	25000	Y	IDKOL	54.095278	-1.995834	25000	Y
ABKIM	50.845278	-1.982778	14	L620	L	SAM	50.955250	-1.345056	9000	Y	BEVUP	50.800000	-2.238889	14000	Y
ABKIM	50.845278	-1.982778	14	UL620	H	BEVUP	50.800000	-2.238889	25000	Y	SAM	50.955250	-1.345056	25000	Y
ABKIS	50.629695	13.057186	14	L132	L	EKPEK	50.964495	13.321350	18000	Y	KILNU	50.476945	12.911667	7000	N
ABKIS	50.629695	13.057186	14	Q240	B	BESIP	50.935278	13.485278	5000	Y				0	N
ABKIS	50.629695	13.057186	14	UL132	H	EKPEK	50.964495	13.321350	25000	Y	KILNU	50.476945	12.911667	25000	N
ABKIS	50.629695	13.057186	14	UZ715	H	PIKIB	50.893334	13.709167	25000	Y	NOKSI	50.598333	12.961389	25000	Y
ABKIS	50.629695	13.057186	14	Z715	L	PIKIB	50.893334	13.709167	5000	Y	NOKSI	50.598333	12.961389	5000	Y
ABLAK	43.501389	5.438333	14	P856	L	MOTIM	43.488611	5.593889	6000	Y				0	N
ABLAK	43.501389	5.438333	14	Q302	L	ABILI	43.567778	5.674722	8000	Y	MJ	43.438250	5.216417	8000	N
ABLAK	43.501389	5.438333	14	UY122	H				0	N	MRM	43.377333	5.326445	20000	N
ABLAK	43.501389	5.438333	14	UY373	H	ABILI	43.567778	5.674722	0	Y	MTG	43.386306	5.086833	20000	N
ABLAT	45.390433	13.626150	14	P28	L	PZ	45.477472	13.614917	5000	Y	VRS	45.210183	13.648975	5000	Y
ABLOM	48.067567	17.087703	14	L725	L	LEDRI	48.090833	17.182778	0	Y	MOVOS	47.911278	16.437245	3000	N
ABLOM	48.067567	17.087703	14	M985	L	LEDRI	48.090833	17.182778	NESTB	Y	UBUXI	47.873420	16.735817	3000	N
ABLOM	48.067567	17.087703	14	UL725	H	LEDRI	48.090833	17.182778	0	Y	SNU	47.874875	16.288436	25000	N
ABLOM	48.067567	17.087703	14	UM985	H	LEDRI	48.090833	17.182778	25000	Y	UBUXI	47.873420	16.735817	25000	N
ABLOM	48.067567	17.087703	14	UT849	H				0	N	GOLVA	46.708770	15.652372	25000	N
ABLOX	51.380789	14.520047	14	T204	B	NUKRO	52.047631	14.416517	0	Y	LOBMA	51.119625	14.559770	5000	N
ABLUN	54.850764	5.895086	14	UL619	H	SUTEB	55.000000	5.418817	0	Y	GOMKU	54.656892	6.500000	26000	Y
ABMAL	53.442070	10.911981	14	M748	L	BUMIL	53.120000	11.286111	4000	N	RARUP	53.641803	10.677000	14000	Y
ABMAL	53.442070	10.911981	14	UM748	H	RARUP	53.641803	10.677000	0	Y	BUMIL	53.120000	11.286111	25000	N
ABMAL	53.442070	10.911981	14	Z990	L	RAMAR	53.710789	10.938806	5000	Y	IRKIS	53.248889	10.888611	5000	Y
ABMAX	61.723611	28.688056	14	M611	B	ETOBA	62.188889	29.677778	0	Y	OTKAP	61.079444	27.389722	10000	Y
ABN	44.055972	8.221000	14	M985	L	DORAV	44.326389	8.852222	12000	Y				0	N
ABN	44.055972	8.221000	14	Q985	L	ETPUB	45.750000	10.574722	0	Y				0	N
ABN	44.055972	8.221000	14	UM985	H	DORAV	44.326389	8.852222	20000	Y	NOSTA	43.819445	7.755278	20000	N
ABN	44.055972	8.221000	14	UQ985	H	ETPUB	45.750000	10.574722	30000	Y				0	N
ABN	44.055972	8.221000	14	UT102	H	KOXUD	45.179444	9.616945	26000	Y				0	N
ABN	44.055972	8.221000	14	UY15	H	ANAKI	44.201111	8.725556	20000	Y				0	N
ABN	44.055972	8.221000	14	UZ388	H	PIBUM	44.220000	9.057500	20000	Y				0	N
ABN	44.055972	8.221000	14	UZ651	H	DESIP	45.645833	9.125833	20000	Y				0	N
ABN	44.055972	8.221000	14	Y15	L	ANAKI	44.201111	8.725556	10000	Y	BASIP	43.892222	7.961667	10000	N
ABN	44.055972	8.221000	14	Z388	L	PIBUM	44.220000	9.057500	11000	Y				0	N
ABN	44.055972	8.221000	14	Z929	L	TIDKA	43.800000	9.191944	0	Y				0	N
ABNAB	55.201389	19.634167	14	B74	B	TIGNU	55.603611	19.838334	0	Y	IPLIT	54.637778	19.355556	10000	Y
ABNAB	55.201389	19.634167	14	R239	B	OTVOV	55.474445	20.291667	0	Y	RANOK	54.912778	18.958334	10000	Y
ABNUR	50.171389	1.858611	14	UM976	H				0	N	KOPOR	49.514167	2.421389	27000	N
ABNUR	50.171389	1.858611	14	UT10	H	NITAR	49.920000	2.236389	27000	N	DIMAL	50.492500	1.366389	20000	Y
ABODU	51.511389	6.462500	14	L179	L	SUMOP	51.567778	6.583611	4000	Y	VEBAK	51.457978	6.348067	4000	N
ABOLO	47.000306	27.332972	14	T74	L	ISI	47.234278	27.579695	0	Y	MIRON	46.719445	27.040556	5000	Y
ABOXU	63.582500	25.391389	14	N5	H	BAKLA	61.362500	19.415833	10000	Y	BAVMO	63.949445	26.550278	29000	Y
ABRAX	49.697703	15.894884	14	M748	H	BNO	49.150064	16.692581	NESTB	Y	DIXEP	49.885045	15.616011	25000	N
ABRAX	49.697703	15.894884	14	T135	H				0	N	BELUX	49.377770	16.182700	25000	Y
ABREG	46.306945	9.551389	14	UQ336	H				0	N	ULGOD	46.481945	9.275278	26000	Y
ABREG	46.306945	9.551389	14	UY170	H	ARGAX	47.050000	9.298056	20000	Y	DILEB	45.975000	9.662222	20000	N
ABREG	46.306945	9.551389	14	Y170	L	ARGAX	47.050000	9.298056	11000	Y	DILEB	45.975000	9.662222	16000	N
ABRIX	43.646306	-1.962611	14	UN858	H	CNA	45.659561	-0.311633	20000	Y	DGO	42.453306	-2.880695	25000	N
ABRON	42.614167	8.147778	14	UM622	H	LONSU	42.776945	8.023889	20000	Y	OMEDA	42.328889	8.361945	20000	Y
ABRON	42.614167	8.147778	14	UM733	H	LONSU	42.776945	8.023889	20000	Y	OMEDA	42.328889	8.361945	20000	Y
ABRON	42.614167	8.147778	14	UN850	H	SODRI	43.013056	8.371945	20000	N	BALEN	40.946667	5.690000	29000	Y
ABRON	42.614167	8.147778	14	UT250	H				0	N	VAREK	42.313056	7.980556	29000	Y
ABRUK	47.383131	15.006631	14	M984	L	OSPEN	47.485292	15.527420	9000	N	VAXIS	47.099725	13.630803	15000	Y
ABRUK	47.383131	15.006631	14	UM138	H	OSPEN	47.485292	15.527420	25000	N				0	N
ABRUK	47.383131	15.006631	14	UM984	H	STO	48.417136	16.018594	25000	N	VAXIS	47.099725	13.630803	25000	Y
ABRUT	44.450256	25.183167	14	T285	L	FLR	44.500833	25.708056	18000	Y	VAMON	44.399445	24.679722	7000	Y
ABRUT	44.450256	25.183167	14	T995	L				0	N	DIDEG	44.763889	24.618056	10000	N
ABSAV	50.641389	-1.174722	14	L980	L	AVANT	50.820000	-0.938334	11000	Y	KATHY	50.520556	-1.333333	11000	N
ABSER	59.897222	22.996667	14	L57	H	LEDUN	59.975000	26.111667	0	N	RUNGA	59.749722	19.724167	29000	Y
ABSER	59.897222	22.996667	14	M6	B	EKNID	59.716667	22.162500	10000	Y	NUNTO	60.083611	23.893611	10000	N
ABSIE	46.583333	-0.458333	14	G54	L	POI23	46.580000	-0.250000	7000	Y	LUGEN	46.583333	-0.861111	6000	Y
ABSIE	46.583333	-0.458333	14	R66	L	POI23	46.580000	-0.250000	7000	Y	LUGEN	46.583333	-0.861111	6000	Y
ABSIX	49.929445	7.330278	14	Q762	L	OLIVI	49.778297	7.605650	6000	Y	SOMIM	49.949445	7.197500	6000	Y
ABSIX	49.929445	7.330278	14	Z100	L	ULKIG	49.869722	7.719445	14000	Y	SOMIM	49.949445	7.197500	5000	N
ABSON	49.630556	23.756111	14	L621	B	BUKOV	47.951667	25.958334	6000	N	GOTIX	50.021667	23.211944	16000	Y
ABSON	49.630556	23.756111	14	L981	B	KUSAK	49.345000	24.501667	8000	Y	DIBED	49.888334	23.058333	9000	Y
ABSUL	51.385000	9.069722	14	Y870	L				0	N	PELUN	51.201389	8.526667	21000	N
ABSUL	51.385000	9.069722	14	Z858	L	MIPDU	51.403056	9.723333	6000	Y	ROSUX	51.398333	8.903056	6000	N
ABTAL	48.854634	10.107061	14	L173	L	GUPIN	48.882500	9.748056	6000	Y	RIXED	48.829445	10.418611	6000	Y
ABTAL	48.854634	10.107061	14	UQ254	H	ESEGA	48.296389	13.181389	0	N	LIMGO	49.637222	6.281667	25000	Y
ABTAN	47.113611	14.495556	14	M985	L	ASKOD	47.385558	15.871295	7000	Y	ELKAT	46.991006	13.905506	10000	N
ABTAN	47.113611	14.495556	14	UM985	H	ASKOD	47.385558	15.871295	25000	Y	ELKAT	46.991006	13.905506	25000	N
ABTER	46.253056	25.841667	14	UN145	H	VILIS	47.406667	27.584167	0	N				0	N
ABTER	46.253056	25.841667	14	UP159	H	BUKOV	47.951667	25.958334	0	Y	BALBI	44.905000	25.754167	29000	Y
ABTER	46.253056	25.841667	14	UZ924	H	BCU	46.510917	26.825556	29000	N	SIB	45.785000	24.152583	29000	Y
ABTIM	44.625000	10.615556	14	UZ963	H				0	N	RIPDU	44.622500	10.475000	20000	N
ABTIM	44.625000	10.615556	14	Z963	L				0	N	RIPDU	44.622500	10.475000	10000	N
ABTUM	51.434350	1.374717	14	M84	L	NONVA	51.646236	1.362308	11000	N	KONAN	51.130764	2.000000	11000	Y
ABTUM	51.434350	1.374717	14	UM84	H	NONVA	51.646236	1.362308	25000	N	KONAN	51.130764	2.000000	25000	Y
ABUDO	48.996528	14.240089	14	Z205	H	LULAR	49.365833	12.758889	0	N	BUDEX	48.948328	14.336028	25000	Y
ABUDO	48.996528	14.240089	14	Z37	B	BUDEX	48.948328	14.336028	10000	Y	ETVIS	49.653828	12.817447	10000	N
ABUKA	49.465278	8.679167	14	UL607	H	RIDSU	49.748958	8.479886	25000	N	SUNEG	49.198611	8.864167	25000	Y
ABUKA	49.465278	8.679167	14	UL608	H	RIDSU	49.748958	8.479886	25000	Y	SUNEG	49.198611	8.864167	25000	N
ABUKA	49.465278	8.679167	14	UN850	H	GIGET	49.701111	8.726667	25000	N	KRH	48.992945	8.584236	25000	Y
ABULI	48.484167	20.486667	14	UL624	H				0	N	TEPNI	48.696945	19.853334	25000	Y
ABULO	45.574167	6.995000	14	M135	L	LURAG	45.527778	7.088889	15000	Y	ROCCA	45.745278	6.645556	18000	N
ABUMO	50.141667	8.923334	14	N850	L	BOMBI	50.056667	8.800278	14000	Y	BIBTA	50.266944	8.896945	14000	Y
ABUMO	50.141667	8.923334	14	Z11	L				0	N	BATGA	49.923611	9.052778	18000	N
ABUMO	50.141667	8.923334	14	Z41	L				0	N	KOSEK	49.922778	8.880556	14000	Y
ABUNO	62.000000	11.940256	14	L996	B	EVNEN	63.000000	11.640861	7000	N	INREX	61.013889	12.216667	12000	Y
ABUNO	62.000000	11.940256	14	T65	B	OSKOK	62.319653	12.262203	29000	Y	SVA	58.084497	7.908311	29000	Y
ABUNO	62.000000	11.940256	14	Z134	B	SOMUB	63.349167	11.805000	0	N				0	N
ABUSO	45.850556	1.748611	14	UN860	H	VEGOB	45.579445	1.479722	20000	Y	GUERE	46.190000	2.089444	20000	N
ADABI	46.561111	0.530833	14	R66	L	TUDRA	46.538889	0.780833	7000	Y	POI	46.581000	0.298195	7000	Y
ADABI	46.561111	0.530833	14	UN858	H	BOKNO	47.046944	0.691667	20000	Y	CNA	45.659561	-0.311633	20000	N
ADABI	46.561111	0.530833	14	UY156	H				0	N	FOUCO	45.754722	0.480556	20000	N
ADADA	48.295000	2.003611	14	R106	L	AGOPA	48.083333	2.009722	7000	Y				0	N
ADADA	48.295000	2.003611	14	UL167	H				0	N	AGOPA	48.083333	2.009722	20000	Y
ADADO	50.209481	17.747931	14	M992	B	EMBIK	50.208056	18.103056	10000	Y	UTEVO	50.209928	17.511914	20000	Y
ADAMA	47.987778	17.341389	14	Z647	L	ANEXA	47.854722	18.486111	0	Y				0	N
ADAMA	47.987778	17.341389	14	Z648	L	VEDER	47.846389	17.980556	0	Y				0	N
ADATU	45.537222	2.825556	14	UM616	H	LERGA	45.257278	3.750278	20000	Y	BEBIX	45.949167	1.399722	20000	Y
ADAXA	56.297778	18.898334	14	M405	B	VARUS	56.485278	19.907222	10000	Y				0	N
ADAXA	56.297778	18.898334	14	M864	B	LASMA	56.435278	20.215278	10000	Y	NINTA	56.228778	18.285639	10000	Y
ADBAN	49.802222	25.391111	14	B490	L				0	N	TOVNI	49.537500	24.669167	9000	Y
ADBAN	49.802222	25.391111	14	N983	B	PEPIL	49.800000	25.700556	28000	Y	DIBED	49.888334	23.058333	28000	N
ADDER	40.523889	20.304722	14	UL604	H	UNDER	41.068056	19.947500	29000	Y	DIMIS	40.072500	20.594722	29000	Y
ADEDI	43.176111	-2.179139	14	P152	L	BAPOR	43.683472	-2.737500	12000	Y	BAGAS	43.098444	-2.094722	9000	Y
ADEKA	45.941667	3.180000	14	UP860	H	TIS	45.881834	3.553583	20000	Y	VALKU	45.998056	2.818056	20000	Y
ADEKA	45.941667	3.180000	14	UY27	H	KUKOR	46.541945	3.129167	20000	N	CFA	45.787472	3.192194	20000	Y
ADEKA	45.941667	3.180000	14	UZ161	H	LERGA	45.257278	3.750278	0	Y				0	N
ADEKA	45.941667	3.180000	14	UZ271	H				0	N	ETAMO	46.840278	2.337500	20000	N
ADELU	53.441667	-1.536945	14	L26	L	MAMUL	53.418056	-1.280000	19000	Y				0	N
ADELU	53.441667	-1.536945	14	M868	L				0	N	EVSON	53.357500	-1.663611	9000	N
ADELU	53.441667	-1.536945	14	UL26	H	MAMUL	53.418056	-1.280000	26000	Y	BOLBI	53.466667	-1.812500	26000	Y
ADELU	53.441667	-1.536945	14	UM868	H				0	N	EVSON	53.357500	-1.663611	25000	N
