SIPLU	 58.531186	   4.958020	15
VEMAX	 60.406317	   4.936936	15
BABLU	 60.473750	   5.157214	15
LELMI	 60.429311	   4.772697	15
BR803	 60.496831	   4.549620	15
BR634	 60.404206	   4.725650	15
ZV853	 58.571617	   5.287747	15
FD17Y	 60.364158	   5.125550	15
FF17Y	 60.378092	   5.189608	15
BR919	 60.373183	   4.850981	15
IBEVA	 60.389081	   4.881770	15
BABOM	 60.450542	   4.839222	15
ZV935	 58.667945	   4.976795	15
ZV934	 58.696492	   5.284283	15
BR715	 60.427550	   4.972367	15
D353J	 60.442847	   5.167697	15
UNLEX	 60.393095	   5.184542	15
ZV725	 58.617014	   5.070089	15
GOLAX	 60.440897	   4.992714	15
BR451	 60.412403	   4.810006	15
ZV790	 58.666358	   5.434864	15
ZV722	 58.597633	   5.275911	15
TOBAX	 60.412525	   5.360314	15
BR633	 60.458531	   4.686142	15
FF17W	 60.415797	   5.176861	15
BR982	 60.435770	   4.965167	15
BR821	 60.477517	   4.968100	15
BR981	 60.466570	   5.371695	15
ADADI	 60.395545	   4.648058	15
FD17Z	 60.411367	   5.180069	15
REGVO	 58.647072	   5.218719	15
ZV723	 58.703728	   5.197294	15
CD17Y	 60.401567	   5.064131	15
ROLGU	 60.375017	   5.396142	15
ODLEK	 60.378228	   5.189561	15
MEBOD	 60.418083	   5.176086	15
ZV420	 58.686317	   5.461442	15
INBUN	 58.636000	   4.800250	15
BAPKI	 60.422450	   5.174608	15
BR533	 60.462792	   5.396495	15
40LOC	 60.366614	   5.193481	15
ZV721	 58.561331	   5.361892	15
BR812	 60.368886	   5.119550	15
ADIDO	 60.492767	   5.150750	15
ZV720	 58.541325	   5.483272	15
GANSO	 60.406111	   5.007778	15
INKAD	 60.466075	   4.639711	15
XENON	 60.368361	   5.047231	15
ORTIV	 60.466528	   4.812189	15
INTEL	 60.476378	   5.156381	15
ZV791	 58.709703	   5.372497	15
ZV933	 58.705272	   5.173753	15
28VOR	 58.921497	   5.635356	15
XIBUR	 61.438931	   6.103994	15
ZV961	 58.914906	   6.377325	15
ZV966	 59.077064	   6.369953	15
BR832	 60.405936	   5.929884	15
VINDA	 59.587864	   5.640283	15
ZV701	 58.917945	   6.049489	15
ZV523	 59.077361	   5.815945	15
ERDUK	 59.094467	   5.631320	15
ZV526	 58.924472	   6.336333	15
ELMOT	 58.932764	   5.809403	15
BR731	 59.968903	   5.632189	15
ZV624	 59.077542	   6.241200	15
FQ25	 61.438956	   6.055617	15
ZV954	 58.611981	   5.806617	15
ZV625	 58.905897	   6.247256	15
ZV510	 58.909786	   5.636850	15
ZV622	 59.138392	   6.033067	15
BR998	 60.517445	   5.525767	15
ZV730	 58.543947	   5.812089	15
40LOC	 61.371067	   5.627517	15
PIBEN	 58.878417	   5.825428	15
HD705	 59.146111	   5.629764	15
ZV953	 58.588867	   5.907967	15
ZV735	 58.711747	   6.280167	15
LURUP	 58.710836	   6.088442	15
GOLDU	 58.875000	   5.833334	15
OKTOS	 59.432850	   5.884795	15
ARVOG	 59.699020	   5.671386	15
MD29	 58.870422	   5.670928	15
ELKET	 61.502817	   6.376128	15
NINED	 59.421886	   5.655808	15
SO213	 59.752853	   5.834014	15
ZV736	 59.133917	   6.394028	15
MD11	 58.885270	   5.578981	15
EMPIS	 58.885278	   6.061169	15
D357N	 59.107447	   5.616383	15
ZV801	 58.908561	   5.996650	15
MD18	 58.908217	   5.636706	15
ZV704	 58.906517	   6.279692	15
GUDPI	 59.076022	   5.631875	15
BR730	 59.937009	   5.516345	15
ZV525	 58.903961	   5.823553	15
LELPO	 61.375245	   6.271269	15
ZV505	 59.109903	   5.883175	15
RATUG	 60.067539	   5.745203	15
ZV804	 59.115556	   5.805583	15
HD706	 59.437486	   6.049719	15
ZV604	 59.115736	   5.889261	15
ZV965	 59.120108	   6.223875	15
ML11X	 58.890095	   5.549783	15
35THR	 61.373325	   5.635097	15
ZV924	 59.127667	   5.524217	15
INTUM	 60.970778	   5.849334	15
BADAB	 59.072306	   6.022722	15
SX500	 59.057894	   5.632420	15
THR10	 61.438631	   6.105253	15
NIKOX	 58.975000	   5.750000	15
ULSUM	 59.000547	   5.537481	15
BASOP	 58.974517	   5.678906	15
ZV623	 58.994689	   6.064456	15
BL400	 61.403395	   5.844870	15
BAPAV	 59.001353	   5.634120	15
BR623	 60.589614	   5.574533	15
ZV962	 58.969114	   6.338847	15
ZV427	 59.007106	   5.842889	15
ML25	 61.400153	   5.808564	15
TUSRU	 59.013219	   6.266645	15
SOPLU	 59.657803	   5.617256	15
NEPMO	 58.968106	   5.635108	15
LISTI	 61.392570	   6.152492	15
70THR	 61.424647	   6.001719	15
EKTAR	 60.811945	   5.891389	15
VENEM	 60.897222	   6.088889	15
ZV504	 58.981584	   5.959072	15
TUMIM	 61.725417	   5.925556	15
ETNEK	 61.985375	   5.712697	15
BL503	 61.418947	   5.957914	15
LUNUR	 60.839861	   6.085250	15
50LOC	 61.417881	   5.905789	15
ZV731	 58.565881	   5.932247	15
FL751	 61.416722	   6.106350	15
D143K	 59.641120	   5.561708	15
BR733	 60.125269	   5.744970	15
BL501	 61.414767	   5.927345	15
D074E	 61.413372	   5.926681	15
43THR	 61.412403	   5.911622	15
TIPSI	 61.420300	   6.322664	15
MQ25	 61.406592	   5.858742	15
GISAS	 59.651122	   5.537011	15
NULVU	 59.068389	   6.080728	15
OLOSI	 59.610281	   5.593525	15
ZV528	 59.028272	   6.299206	15
ROXON	 59.049486	   5.760042	15
80LOC	 61.435542	   6.003128	15
ZV964	 59.051531	   6.058917	15
D097C	 61.383886	   5.863275	15
BR994	 59.983225	   5.979509	15
BR625	 60.548308	   5.779722	15
DIBMA	 59.668767	   5.846231	15
SX501	 59.059081	   5.793789	15
ML07	 61.383758	   5.713608	15
GEDLU	 59.810872	   5.591947	15
6006E	 60.000000	   6.000000	15
ZV590	 58.946567	   5.514164	15
BR735	 60.053169	   5.908950	15
LUTIV	 60.535108	   5.613150	15
RANAB	 59.024647	   5.633417	15
HD417	 59.482672	   5.521492	15
SO211	 59.667736	   5.522328	15
BR626	 60.377717	   5.618567	15
LEGTA	 59.821836	   5.820914	15
BL500	 61.385750	   5.717747	15
ZV936	 58.559097	   5.899736	15
BL404	 61.424947	   6.001542	15
ZV527	 58.726086	   6.437583	15
GOGUT	 59.047456	   5.505370	15
ZV926	 59.041222	   5.778917	15
D035C	 61.431083	   5.820558	15
REPRI	 61.535195	   6.176986	15
AMOKO	 61.067383	   6.409389	15
ZV854	 58.951375	   5.948811	15
INDUX	 61.477686	   6.391478	15
ADMIN	 61.197908	   6.376881	15
ZV963	 59.041856	   6.169392	15
SO456	 59.699922	   5.770795	15
FD18	 58.991231	   5.628267	15
34VOR	 58.859384	   5.744953	15
ZV702	 58.754922	   5.986520	15
SD700	 61.865331	   6.345825	15
ZV507	 59.205931	   5.576242	15
BR734	 60.179469	   5.705108	15
ZV620	 59.214875	   5.793925	15
RILKO	 59.215922	   6.404214	15
OKOBO	 58.750428	   5.984125	15
ZV405	 58.750142	   5.946897	15
SO550	 59.738778	   5.833528	15
ZV802	 58.507058	   5.547808	15
ZV800	 58.749222	   5.905109	15
ZV626	 58.762067	   6.080092	15
ERUVO	 58.762811	   5.641200	15
6106E	 61.000000	   6.000000	15
FD36	 58.775270	   5.636717	15
ZV971	 59.182756	   6.407597	15
ZV951	 58.635317	   6.213842	15
ZV621	 59.190708	   5.930667	15
BR986	 60.033925	   5.700992	15
ZV703	 58.771408	   6.249381	15
NEVOX	 58.745514	   5.551533	15
INGOS	 61.455228	   6.224250	15
ZV734	 58.767589	   6.067983	15
OSPAS	 60.503497	   5.963122	15
30THR	 58.862211	   5.735600	15
SO310	 59.797933	   5.673511	15
ZV927	 59.200572	   5.988653	15
KOSIG	 59.172833	   5.551131	15
D110K	 61.351042	   6.237947	15
OKPAS	 61.864325	   5.596086	15
REVTA	 59.865917	   6.360306	15
BL403	 61.345939	   5.585417	15
BR737	 60.706014	   6.006892	15
D075C	 61.468725	   6.324558	15
BAMAP	 59.261458	   5.607317	15
MU256	 61.845970	   6.250425	15
OGNEK	 60.383889	   6.409722	15
ETPAN	 58.585158	   6.018300	15
ZV422	 58.689217	   5.825425	15
HD704	 59.279095	   5.625739	15
TIMIX	 61.131111	   6.400833	15
SD401	 61.806183	   6.208769	15
D249G	 61.346414	   5.517653	15
RIMIS	 58.740833	   5.641858	15
BR627	 60.356258	   6.120786	15
ZV524	 58.737842	   5.830772	15
70LOC	 61.863442	   6.347447	15
ZV603	 58.666708	   5.807847	15
ZV950	 58.683217	   6.275714	15
PIDUG	 58.731617	   5.642128	15
BR732	 60.013244	   5.705981	15
HD701	 59.343911	   5.533814	15
ZV852	 58.726867	   5.820275	15
SD400	 61.857231	   5.972122	15
ZV627	 59.231017	   6.456308	15
BR535	 60.323911	   5.845528	15
SO460	 59.854339	   6.108314	15
DEPIT	 59.163392	   5.890356	15
SO535	 59.800770	   5.508272	15
FL450	 61.357375	   5.995439	15
KUVOV	 61.924864	   5.654275	15
TINTU	 58.842950	   5.955028	15
FL25	 61.447275	   6.068078	15
FLO35	 61.304270	   6.088222	15
20VOR	 58.841764	   5.638947	15
ULSIP	 58.841497	   5.868989	15
CL25	 61.447467	   6.067928	15
FL35A	 61.304270	   6.088222	15
ZV490	 58.841459	   5.560111	15
FD29	 58.840895	   5.868228	15
ZV732	 58.603536	   6.016078	15
ZV700	 58.836436	   6.017931	15
ZV733	 58.653867	   6.070356	15
SD500	 61.834811	   6.145636	15
ZV830	 58.833645	   5.920028	15
TINIG	 60.010528	   6.350528	15
